observation_year,policy_id,age,term,currency_gbp,currency_non_gbp,equity,property,bonds,cash,sum_assured,premium,weight,gender,smoker_status,product_type,issue_year,distribution_channel,region,policy_status,event_type,exit_year,payment_method,annual_income_band,policy_duration,missed_payments_last_12m,customer_tenure,fund_value
2026,POL002642,52,25,186157.36423902173,6778.635760978272,14148.562776003257,19033.556997415093,152434.1284837523,7319.751742829336,192936,6031.39,1.0,Male,Non-Smoker,Term,2020,Direct,London,ACTIVE,,,Direct Debit,40k-60k,7,0,7,0.0
2026,POL002644,30,38,203667.44212973598,7035.55787026402,9581.296957976536,12828.859761998347,165830.03100994785,22462.812270077266,210703,5692.57,1.0,Male,Non-Smoker,Whole Life,2020,IFA,London,ACTIVE,,,Credit Card,40k-60k,7,0,7,42123.75
2026,POL002646,40,29,295729.65543331497,29124.34456668503,4553.674157880703,18085.20424326198,277779.7729030256,24435.348695831723,324854,10277.49,1.0,Female,Smoker,Term,2020,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,7,0,7,0.0
2026,POL002652,40,12,422265.0773507579,88903.9226492421,138193.44783560155,40080.91847404365,322612.9663427637,10281.667347591138,511169,10541.22,1.0,Female,Non-Smoker,Term,2020,IFA,North,ACTIVE,,,Bank Transfer,60k-100k,7,0,7,0.0
2026,POL002653,32,33,257864.83498067188,21081.165019328124,22683.45839514758,28400.698276920863,224673.3535558641,3188.4897720674635,278946,9023.6,1.0,Female,Non-Smoker,Term,2020,IFA,Midlands,ACTIVE,,,Direct Debit,20k-40k,7,0,7,0.0
2026,POL002654,35,20,135205.14558509996,35663.85441490004,3226.3462757928646,57169.29173449276,87490.29943794834,22983.062551766037,170869,5907.1,1.0,Male,Smoker,Term,2020,IFA,London,ACTIVE,,,Direct Debit,20k-40k,7,0,7,0.0
2026,POL002662,33,37,214246.58309074008,20063.41690925992,3882.806556687522,38163.55578772654,182677.65402493274,9585.983630653209,234310,8222.67,1.0,Female,Smoker,Whole Life,2020,Aggregator,Midlands,ACTIVE,,,Direct Debit,40k-60k,7,0,7,69818.5
2026,POL002664,41,22,213689.34168098803,9682.65831901197,29843.453362446573,1778.1363535589016,168295.63948365758,23454.770800336963,223372,4460.96,1.0,Male,Non-Smoker,Term,2020,IFA,Midlands,ACTIVE,,,Direct Debit,20k-40k,7,0,7,0.0
2026,POL002667,31,25,67693.78517312052,12655.214826879484,1715.7489355462378,6885.214425648423,61329.269950781454,10418.766688023898,80349,1251.59,1.0,Male,Smoker,Term,2020,Direct,Midlands,ACTIVE,,,Bank Transfer,20k-40k,7,0,7,0.0
2026,POL002669,30,32,176274.33837742166,16966.661622578336,1658.7036221765238,24930.601821097815,139646.20851585644,27005.486040869233,193241,3201.83,1.0,Male,Non-Smoker,Term,2020,IFA,North,ACTIVE,,,Bank Transfer,20k-40k,7,0,7,0.0
2026,POL002670,47,29,248502.81695041104,11185.183049588959,45832.68217235911,36950.67391648185,154492.57802052883,22412.065890630212,259688,3792.62,1.0,Female,Non-Smoker,Term,2020,Aggregator,South,ACTIVE,,,Direct Debit,40k-60k,7,0,7,0.0
2026,POL002676,72,30,226956.978825536,11909.021174463996,55821.54570862175,36990.16339644601,119211.18169527997,26843.10919965229,238866,3152.04,1.0,Male,Smoker,Term,2020,Direct,Midlands,ACTIVE,,,Direct Debit,20k-40k,7,0,7,0.0
2026,POL002687,66,35,82060.11472520909,5853.885274790911,6879.722060118058,5781.994718997489,71588.39204854857,3663.891172335876,87914,1236.92,1.0,Female,Non-Smoker,Term,2020,IFA,South,ACTIVE,,,Direct Debit,20k-40k,7,0,7,0.0
2026,POL002692,70,30,394952.3398974329,58279.66010256711,27220.449952360374,6235.022072574501,385633.2828092717,34143.24516579346,453232,14812.67,1.0,Female,Smoker,Whole Life,2020,IFA,North,ACTIVE,,,Direct Debit,40k-60k,7,1,7,114281.16
2026,POL002698,30,21,170517.80925106877,3561.190748931229,46457.21895199336,13382.254591582849,101136.25493138476,13103.271525039032,174079,3997.36,1.0,Female,Non-Smoker,Term,2020,Aggregator,Scotland,ACTIVE,,,Bank Transfer,40k-60k,7,0,7,0.0
2026,POL002703,28,37,116225.06971027877,18059.930289721233,18111.645222005198,12175.518029891811,91055.24361974614,12942.59312835685,134285,4379.73,1.0,Female,Non-Smoker,Whole Life,2020,IFA,Wales,ACTIVE,,,Direct Debit,20k-40k,7,0,7,34877.98
2026,POL002704,67,20,466352.6017353287,93482.39826467133,95321.10355735295,7282.615454881746,441547.31920119567,15683.96178656962,559835,18270.8,1.0,Male,Non-Smoker,Endowment,2020,IFA,South,ACTIVE,,,Direct Debit,60k-100k,7,0,7,143013.35
2026,POL002708,33,31,432108.47384689417,34141.526153105835,9831.097414410027,20965.791483831134,405859.70696150005,29593.40414025879,466250,11273.64,1.0,Female,Non-Smoker,Term,2020,IFA,Midlands,ACTIVE,,,Direct Debit,40k-60k,7,0,7,0.0
2026,POL002712,52,15,340238.86521160294,22516.13478839706,158069.89189819587,47354.667851745755,152011.84012521314,5318.600124845223,362755,8437.22,1.0,Female,Non-Smoker,Term,2020,IFA,Midlands,ACTIVE,,,Direct Debit,40k-60k,7,0,7,0.0
2026,POL002716,33,15,83726.68316509157,5579.31683490843,14363.689925380746,16662.1736198748,44036.34247263699,14243.793982107461,89306,1790.72,1.0,Male,Non-Smoker,Whole Life,2020,IFA,Wales,ACTIVE,,,Direct Debit,20k-40k,7,0,7,13333.12
2026,POL002722,69,27,126860.63010502286,20652.369894977135,9789.549325902344,42468.743190817935,91369.35640482792,3885.3510784518003,147513,3842.74,1.0,Male,Non-Smoker,Term,2020,IFA,North,ACTIVE,,,Direct Debit,20k-40k,7,0,7,0.0
2026,POL002723,46,20,793857.0171688646,73356.98283113539,98744.79280101697,35580.98082424692,496033.4598726555,236854.76650208066,867214,29508.04,1.0,Male,Non-Smoker,Term,2020,IFA,Midlands,ACTIVE,,,Direct Debit,60k-100k,7,0,7,0.0
2026,POL002724,27,33,2107469.023460991,229379.97653900879,340551.82168590126,144607.69383953646,1079602.9246188002,772086.5598557619,2336849,43593.04,1.0,Male,Non-Smoker,Endowment,2020,Aggregator,Scotland,ACTIVE,,,Direct Debit,100k+,7,1,7,340889.62
2026,POL002726,50,32,221153.30798923096,5041.6920107690385,38313.24059416616,70068.35288977157,112856.248180502,4957.158335560263,226195,7772.94,1.0,Male,Non-Smoker,Term,2020,IFA,Midlands,ACTIVE,,,Bank Transfer,20k-40k,7,0,7,0.0
2026,POL002728,57,23,264178.20853736904,6572.791462630965,35289.08124930326,1671.514114153455,215053.13655431574,18737.268082227558,270751,4025.17,1.0,Female,Non-Smoker,Whole Life,2020,IFA,London,ACTIVE,,,Direct Debit,40k-60k,7,1,7,28677.75
2026,POL002729,30,38,450505.14481949643,27434.855180503568,22099.32352237518,42561.72878582105,368460.0772317584,44818.87046004535,477940,16045.28,1.0,Male,Non-Smoker,Endowment,2020,IFA,London,ACTIVE,,,Direct Debit,40k-60k,7,0,7,111004.99
2026,POL002730,59,39,160048.00206846264,24899.997931537364,10389.889304747934,10184.886838634402,158900.0309393362,5473.192917281471,184948,2719.21,1.0,Female,Non-Smoker,Term,2020,IFA,Scotland,ACTIVE,,,Bank Transfer,20k-40k,7,0,7,0.0
2026,POL002734,31,18,50242.67770077624,11858.322299223757,10289.402462909353,809.3490324334578,39459.519515250926,11542.728989406263,62101,1430.02,1.0,Male,Smoker,Term,2020,IFA,South,ACTIVE,,,Direct Debit,<20k,7,2,7,0.0
2026,POL002741,43,37,931704.5661295749,6515.433870425099,192118.39520062457,36324.76716048398,606762.3363063489,103014.50133254251,938220,28297.1,1.0,Male,Non-Smoker,Endowment,2020,IFA,Scotland,ACTIVE,,,Direct Debit,60k-100k,7,0,7,253635.01
2026,POL002742,69,10,414258.191870645,62512.80812935502,210341.0034302039,33156.45637941179,220777.98299019976,12495.557200184558,476771,16095.78,1.0,Female,Non-Smoker,Term,2020,Direct,South,ACTIVE,,,Direct Debit,60k-100k,7,0,7,0.0
2026,POL002743,68,17,418036.50627654814,75182.49372345186,71760.01030469647,22225.347055278842,382076.3022472643,17157.34039276041,493219,15052.56,1.0,Male,Non-Smoker,Term,2020,IFA,South,ACTIVE,,,Credit Card,40k-60k,7,0,7,0.0
2026,POL002745,37,18,372587.2744594172,32730.72554058279,75138.91378433561,15749.112662248386,271311.8852855728,43118.08826784324,405318,9236.87,1.0,Female,Non-Smoker,Endowment,2020,Direct,London,ACTIVE,,,Credit Card,40k-60k,7,0,7,78208.47
2026,POL002746,56,14,154156.32100208104,25439.678997918963,65774.92824184385,35762.194148706236,72012.7434021289,6046.134207321011,179596,2587.61,1.0,Male,Non-Smoker,Endowment,2020,IFA,Scotland,ACTIVE,,,Direct Debit,20k-40k,7,0,7,17120.94
2026,POL002751,49,18,1057508.3482369792,252679.65176302078,346717.5152641281,155499.91065561405,756118.4624824135,51852.1115978444,1310188,33276.25,1.0,Male,Non-Smoker,Term,2020,IFA,Wales,ACTIVE,,,Credit Card,100k+,7,0,7,0.0
2026,POL002754,69,24,323308.4062290976,28660.59377090237,124576.45555842998,19787.585220200344,181446.50696144326,26158.452259926387,351969,4654.52,1.0,Male,Non-Smoker,Endowment,2020,IFA,London,ACTIVE,,,Direct Debit,40k-60k,7,1,7,42434.2
2026,POL002756,71,17,649756.4715679727,28704.52843202732,75932.65535814899,71817.89541274718,343582.59907466744,187127.85015443643,678461,10437.78,1.0,Female,Non-Smoker,Term,2020,Direct,North,ACTIVE,,,Credit Card,60k-100k,7,0,7,0.0
2026,POL002763,63,38,264161.0036734515,15708.996326548513,43507.96648726937,30103.474326777574,171575.99602901607,34682.56315693699,279870,8789.37,1.0,Female,Smoker,Whole Life,2020,IFA,Midlands,ACTIVE,,,Direct Debit,40k-60k,7,0,7,60588.06
2026,POL002764,52,15,270581.5511521103,39620.448847889726,64122.62311007094,7124.524796466731,221442.85722003604,17511.9948734263,310202,6212.89,1.0,Female,Non-Smoker,Term,2020,Aggregator,North,ACTIVE,,,Bank Transfer,40k-60k,7,0,7,0.0
2026,POL002765,45,31,144987.82388743994,16823.17611256006,13381.50067475553,42769.90134447954,105088.12997857414,571.4680021907698,161811,3100.14,1.0,Female,Non-Smoker,Term,2020,IFA,London,ACTIVE,,,Direct Debit,20k-40k,7,0,7,0.0
2026,POL002769,30,13,111002.5855401897,3538.414459810301,12680.555723764925,41211.42951577006,54930.00109771903,5719.013662745987,114541,3844.7,1.0,Male,Smoker,Whole Life,2020,Direct,Midlands,ACTIVE,,,Direct Debit,<20k,7,0,7,36275.08
2026,POL002774,59,14,466107.14219188754,26753.857808112458,94089.31615139978,12336.08769883928,381531.1461465343,4904.450003226695,492861,16959.01,1.0,Female,Non-Smoker,Term,2021,IFA,North,ACTIVE,,,Direct Debit,40k-60k,6,2,6,0.0
2026,POL002781,67,22,194822.92367359452,20798.076326405484,31000.759189529123,2720.8348646251634,139306.71132919192,42592.69461665381,215621,5127.24,1.0,Female,Non-Smoker,Endowment,2021,Aggregator,London,ACTIVE,,,Credit Card,20k-40k,6,0,6,26837.48
2026,POL002783,54,20,131362.2040901364,7688.795909863606,15564.731743856528,23499.92002481082,94885.21507176764,5101.133159565012,139051,2787.38,1.0,Female,Non-Smoker,Whole Life,2021,Aggregator,South,ACTIVE,,,Bank Transfer,<20k,6,0,6,16810.22
2026,POL002786,51,10,353133.8772455617,17845.122754438315,19437.491356987626,27474.986207566693,301266.6301729543,22799.892262491398,370979,5282.7,1.0,Male,Non-Smoker,Endowment,2021,IFA,South,ACTIVE,,,Direct Debit,40k-60k,6,0,6,38886.28
2026,POL002791,48,17,275864.4001945588,17058.59980544122,9914.809626119124,7172.55925885717,238891.17354579302,36944.457569230726,292923,7136.55,1.0,Female,Non-Smoker,Term,2021,Direct,North,ACTIVE,,,Bank Transfer,20k-40k,6,0,6,0.0
2026,POL002792,62,16,695694.5291054617,63008.47089453833,121036.02639247934,30332.067153036696,520521.1038973037,86813.80255718029,758703,19989.58,1.0,Female,Non-Smoker,Whole Life,2021,Direct,North,ACTIVE,,,Direct Debit,60k-100k,6,1,6,129709.75
2026,POL002793,64,14,304754.91489082365,13097.085109176347,13345.517270335344,68404.8751739354,208250.8435400067,27850.764015722554,317852,6216.2,1.0,Male,Non-Smoker,Endowment,2021,Direct,Scotland,ACTIVE,,,Direct Debit,60k-100k,6,1,6,35303.89
2026,POL002794,62,23,270543.30100753903,11628.698992460966,91060.49096007417,26495.804113645714,147084.60994409226,17531.094982187846,282172,9500.39,1.0,Female,Non-Smoker,Term,2021,Direct,Midlands,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002795,39,32,356289.40859680413,23114.591403195867,26380.517730596166,20858.232241283866,329035.17703701433,3130.0729911056114,379404,11851.78,1.0,Female,Non-Smoker,Term,2021,Aggregator,Scotland,ACTIVE,,,Direct Debit,40k-60k,6,2,6,0.0
2026,POL002796,27,17,418658.99172571674,19337.00827428326,26092.678997327697,78516.53388222626,306605.4240429755,26781.363077470567,437996,12878.99,1.0,Male,Non-Smoker,Whole Life,2021,Aggregator,Wales,ACTIVE,,,Direct Debit,40k-60k,6,1,6,69119.76
2026,POL002804,63,23,457495.07363752153,8554.926362478465,63901.7613480857,2626.762875071015,353301.61315182166,46219.862625021604,466050,16086.26,1.0,Male,Smoker,Whole Life,2021,IFA,Scotland,ACTIVE,,,Direct Debit,60k-100k,6,0,6,95910.42
2026,POL002805,56,17,170814.07755384847,2046.922446151526,18496.227212408136,2217.2262512600337,139476.44757468352,12671.098961648298,172861,4900.37,1.0,Female,Non-Smoker,Term,2021,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,6,1,6,0.0
2026,POL002807,39,14,251112.532811608,37892.46718839201,101170.44905664073,9938.604556697892,177872.7862014306,23.16018523077946,289005,8259.98,1.0,Male,Non-Smoker,Term,2021,IFA,Midlands,ACTIVE,,,Bank Transfer,40k-60k,6,0,6,0.0
2026,POL002810,70,10,154497.54082569736,21004.45917430264,33858.90370265926,27417.897155920025,93545.95287342963,20679.246267991068,175502,3181.23,1.0,Male,Non-Smoker,Endowment,2021,Aggregator,Wales,ACTIVE,,,Direct Debit,40k-60k,6,0,6,19843.97
2026,POL002812,32,27,468568.39941061713,30574.60058938287,148544.1821032726,32646.206474409468,279562.61348494806,38389.99793736986,499143,15661.63,1.0,Female,Non-Smoker,Term,2021,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,6,0,6,0.0
2026,POL002813,33,39,208681.2948923605,31732.705107639486,11404.157169872846,12193.567927421785,178230.5573154965,38585.71758720887,240414,5383.59,1.0,Male,Non-Smoker,Term,2021,Aggregator,North,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002817,56,32,38640.746413229914,2643.2535867700863,4067.0993844670647,1666.898248373547,31994.1775769538,3555.824790205588,41284,565.93,1.0,Male,Smoker,Endowment,2021,IFA,South,ACTIVE,,,Direct Debit,<20k,6,0,6,3062.27
2026,POL002819,47,35,831882.5366427465,71336.46335725347,73238.65869331782,107475.98557769452,670165.8182933507,52338.53743563697,903219,28921.18,1.0,Male,Smoker,Term,2021,Direct,Scotland,ACTIVE,,,Direct Debit,100k+,6,0,6,0.0
2026,POL002820,53,37,160689.97866573895,12969.021334261051,22754.709736643872,4391.415748414828,138108.21413528235,8404.660379658948,173659,2925.97,1.0,Female,Non-Smoker,Term,2021,IFA,North,ACTIVE,,,Bank Transfer,40k-60k,6,0,6,0.0
2026,POL002821,55,17,75724.19346907399,14421.806530926013,3141.298675565602,8189.637654636605,70631.5252133547,8183.538456443086,90146,2000.96,1.0,Female,Non-Smoker,Whole Life,2021,IFA,Scotland,ACTIVE,,,Direct Debit,20k-40k,6,0,6,14385.76
2026,POL002822,53,33,263597.0150538988,24482.984946101205,119982.50690737322,4148.760366813375,153100.41056560376,10848.322160209675,288080,10289.65,1.0,Male,Non-Smoker,Term,2021,Direct,Wales,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002824,46,19,172388.0617505038,8751.93824949619,22825.29518904296,24610.25442902998,127696.56230407667,6007.88807785041,181140,6188.3,1.0,Female,Non-Smoker,Term,2021,Aggregator,Midlands,ACTIVE,,,Direct Debit,40k-60k,6,0,6,0.0
2026,POL002826,32,20,130107.70007314112,14711.299926858876,11746.931846204114,12674.728329389602,94338.32061539612,26059.01920901015,144819,4660.09,1.0,Female,Non-Smoker,Endowment,2021,IFA,North,ACTIVE,,,Bank Transfer,20k-40k,6,0,6,32931.55
2026,POL002830,54,26,334971.4587084653,25766.541291534726,27397.757389860704,113855.05818867758,206137.80209571857,13347.38232574315,360738,4646.68,1.0,Male,Non-Smoker,Term,2021,Direct,Scotland,ACTIVE,,,Credit Card,40k-60k,6,0,6,0.0
2026,POL002831,32,23,219556.220817702,4302.7791822979925,13322.030434934195,5941.950137031566,162844.2738179501,41750.74561008415,223859,7134.95,1.0,Female,Non-Smoker,Term,2021,Direct,North,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002833,36,22,118732.89976035351,15479.10023964649,38938.31978959695,19827.072160346288,58558.47372798395,16888.134322072816,134212,4200.08,1.0,Female,Smoker,Term,2021,IFA,London,ACTIVE,,,Bank Transfer,<20k,6,0,6,0.0
2026,POL002836,51,13,1644867.5907063975,247082.40929360245,440436.2330002209,218490.06760164813,1148489.7779697161,84533.92142841476,1891950,49287.82,1.0,Female,Non-Smoker,Term,2021,IFA,London,ACTIVE,,,Direct Debit,100k+,6,0,6,0.0
2026,POL002839,35,39,230475.5340103458,33291.465989654214,35348.4109605033,7896.096260724227,210931.20470271204,9591.288076060417,263767,5422.57,1.0,Female,Non-Smoker,Term,2021,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,6,0,6,0.0
2026,POL002840,37,26,376715.34967207036,32279.650327929645,179772.74309497778,12058.157196304983,207048.21120502613,10115.888503691094,408995,7644.51,1.0,Female,Non-Smoker,Term,2021,Direct,Wales,ACTIVE,,,Direct Debit,40k-60k,6,0,6,0.0
2026,POL002841,48,22,120216.27590244958,11543.724097550425,47628.03580734798,228.0694832293638,69076.2044734403,14827.690235982358,131760,3544.2,1.0,Male,Non-Smoker,Term,2021,IFA,London,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002842,57,17,361744.72927836736,44309.27072163264,103496.85804429441,30843.77509538397,233946.5160588468,37766.85080147479,406054,6772.13,1.0,Male,Non-Smoker,Endowment,2021,Direct,Scotland,ACTIVE,,,Bank Transfer,40k-60k,6,0,6,45456.79
2026,POL002857,32,13,236454.42324463197,19979.576755368034,16294.705620422059,5590.651539372745,226117.5591124094,8431.083727795805,256434,8994.14,1.0,Male,Non-Smoker,Term,2021,Aggregator,Scotland,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002859,30,21,254604.89727245586,15366.102727544145,7942.395755723091,12402.934730434998,224004.7251554679,25620.94435837402,269971,4345.14,1.0,Female,Non-Smoker,Term,2021,Aggregator,Wales,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002862,63,26,164142.56757950614,9252.43242049386,20068.15293751572,14894.138799427314,136808.43369056893,1624.274572488037,173395,2658.28,1.0,Male,Non-Smoker,Endowment,2021,Aggregator,London,ACTIVE,,,Bank Transfer,20k-40k,6,1,6,19261.24
2026,POL002867,56,27,168422.76351564674,9143.236484353256,14637.12744675705,22301.6114313845,139005.63348626107,1621.6276355973969,177566,4437.09,1.0,Male,Non-Smoker,Whole Life,2021,IFA,London,ACTIVE,,,Direct Debit,20k-40k,6,0,6,26056.87
2026,POL002869,34,17,77106.78655475975,8460.213445240253,7327.319691387569,12759.448265735438,53848.479180000846,11631.752862876143,85567,2251.46,1.0,Male,Non-Smoker,Term,2021,IFA,Wales,ACTIVE,,,Direct Debit,20k-40k,6,1,6,0.0
2026,POL002872,40,25,228426.5163451638,13921.483654836193,29993.220963889467,25121.794251562973,153857.32043752813,33375.664347019425,242348,6014.58,1.0,Male,Non-Smoker,Term,2021,Direct,London,ACTIVE,,,Direct Debit,20k-40k,6,2,6,0.0
2026,POL002877,41,10,234446.45617102788,6870.5438289721205,63155.24029954379,16992.55314477596,156559.77761618432,4609.428939495934,241317,7723.49,1.0,Male,Non-Smoker,Term,2021,IFA,Scotland,ACTIVE,,,Bank Transfer,20k-40k,6,0,6,0.0
2026,POL002884,41,29,484234.08352984715,9440.91647015285,33801.2097062752,8114.790880674918,428974.84545639844,22784.153956651455,493675,6487.67,1.0,Male,Smoker,Term,2021,IFA,Scotland,ACTIVE,,,Direct Debit,60k-100k,6,0,6,0.0
2026,POL002887,32,24,277736.0347945653,21233.96520543471,14050.404224553446,15845.37399758886,234335.92682200676,34738.29495585093,298970,10031.02,1.0,Male,Non-Smoker,Term,2021,Direct,South,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002891,70,17,209347.81080651341,15968.189193486585,20310.166558295852,32082.1165338094,156897.8239461246,16025.89296177015,225316,3395.18,1.0,Female,Smoker,Term,2021,Direct,Wales,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002906,65,31,449314.6909985683,7698.309001431684,99758.47654731035,14112.17901935786,338082.62451198156,5059.719921350246,457013,15714.86,1.0,Male,Non-Smoker,Whole Life,2021,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,6,0,6,97949.39
2026,POL002908,44,21,74565.20213112254,7887.79786887746,11130.144050597917,1345.7159920463794,61656.26634107505,8320.873616280667,82453,2272.83,1.0,Male,Smoker,Whole Life,2021,IFA,Scotland,ACTIVE,,,Direct Debit,20k-40k,6,0,6,13588.77
2026,POL002916,30,34,490142.9996249842,15604.000375015778,72833.51719974793,30804.157536731273,328114.2550731813,73995.07019033947,505747,15959.09,1.0,Female,Non-Smoker,Term,2021,Direct,North,ACTIVE,,,Bank Transfer,60k-100k,6,0,6,0.0
2026,POL002918,49,31,165872.03285146866,52807.967148531345,26746.528794574726,11772.652936536373,163131.50314945128,17029.31511943761,218680,2782.63,1.0,Female,Smoker,Whole Life,2021,IFA,South,ACTIVE,,,Direct Debit,40k-60k,6,0,6,12933.96
2026,POL002921,65,35,430576.72417534894,25412.275824651064,80206.72067517987,2555.094641670777,316764.46172278275,56462.722960366635,455989,10918.34,1.0,Male,Smoker,Term,2021,Aggregator,South,ACTIVE,,,Bank Transfer,40k-60k,6,0,6,0.0
2026,POL002922,44,14,124161.3023944896,13412.697605510402,31995.866119772894,17682.365262582873,81522.71535550331,6373.053262140922,137574,2681.58,1.0,Male,Smoker,Whole Life,2021,Direct,North,ACTIVE,,,Bank Transfer,20k-40k,6,3,6,18204.64
2026,POL002928,50,10,402744.4435113661,39050.55648863391,38981.119809232114,36384.13000660094,287015.2213121781,79414.52887198882,441795,15661.61,1.0,Male,Non-Smoker,Term,2021,IFA,London,ACTIVE,,,Direct Debit,60k-100k,6,0,6,0.0
2026,POL002929,29,32,341694.60121952055,83322.39878047945,98317.53680359114,5095.498907721535,294302.28435557446,27301.67993311287,425017,9806.95,1.0,Male,Non-Smoker,Whole Life,2021,Direct,London,ACTIVE,,,Direct Debit,40k-60k,6,0,6,62298.43
2026,POL002931,43,23,101539.66257601495,9058.337423985053,27113.345499678297,1106.6418996027871,73737.66223742238,8640.35036329653,110598,3542.54,1.0,Female,Non-Smoker,Term,2021,IFA,South,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002932,60,22,92995.19108881713,2609.808911182874,47102.87688553143,1415.4524498500493,46580.51000882465,506.1606557938794,95605,2189.27,1.0,Male,Non-Smoker,Term,2021,Direct,North,ACTIVE,,,Direct Debit,20k-40k,6,3,6,0.0
2026,POL002942,29,15,389946.1014167579,51567.89858324209,148647.75499113864,32689.415968909223,257775.5159812796,2401.313058672531,441514,8657.18,1.0,Male,Non-Smoker,Whole Life,2021,Direct,Scotland,ACTIVE,,,Credit Card,60k-100k,6,0,6,65880.08
2026,POL002950,53,22,159196.36275015035,4690.637249849649,26863.993629919107,19160.439846157187,111327.08218878834,6535.4843351353775,163887,2983.28,1.0,Female,Smoker,Term,2021,IFA,North,ACTIVE,,,Direct Debit,40k-60k,6,0,6,0.0
2026,POL002956,59,20,344883.8717412594,20307.128258740588,108718.47526085634,7001.579131036737,245519.71121718537,3951.2343909215706,365191,4888.13,1.0,Female,Non-Smoker,Whole Life,2021,Aggregator,Wales,ACTIVE,,,Direct Debit,40k-60k,6,0,6,27029.47
2026,POL002958,27,17,154794.7559079255,3869.244092074514,20849.1291051175,8932.892095924186,128837.29703657667,44.68176238166052,158664,2589.55,1.0,Female,Non-Smoker,Whole Life,2021,Direct,London,ACTIVE,,,Direct Debit,40k-60k,6,0,6,17294.63
2026,POL002959,33,33,946090.2933417861,50403.706658213865,245861.12725839362,7187.43461574523,536068.9632046063,207376.4749212548,996494,12812.15,1.0,Female,Non-Smoker,Whole Life,2021,Direct,South,ACTIVE,,,Direct Debit,60k-100k,6,0,6,78678.27
2026,POL002961,70,13,139812.59112519035,1601.4088748096547,7295.088552954401,10821.417306284638,115725.03132988425,7572.4628108767065,141414,4778.05,1.0,Female,Non-Smoker,Endowment,2021,Direct,Midlands,ACTIVE,,,Direct Debit,20k-40k,6,0,6,34217.51
2026,POL002964,48,39,400055.4921433808,73446.5078566192,63768.40081663848,5568.512368866142,310972.1682779731,93192.91853652231,473502,14192.7,1.0,Male,Smoker,Term,2021,Direct,North,ACTIVE,,,Bank Transfer,40k-60k,6,0,6,0.0
2026,POL002965,47,25,74646.82923485962,9231.170765140385,17556.159880007228,7418.504852640238,56305.16643953302,2598.1688278195143,83878,2888.48,1.0,Male,Non-Smoker,Term,2021,IFA,London,ACTIVE,,,Credit Card,<20k,6,0,6,0.0
2026,POL002975,49,39,254009.8700503342,22983.129949665803,70971.33615301289,3857.2014882475883,184658.94551154829,17505.516847191262,276993,3643.18,1.0,Male,Non-Smoker,Term,2021,IFA,South,ACTIVE,,,Direct Debit,20k-40k,6,1,6,0.0
2026,POL002976,44,10,103567.10665657735,4550.893343422649,20170.709032809755,6268.455789037555,72680.13786122341,8998.697316929276,108118,2901.15,1.0,Female,Smoker,Term,2021,IFA,South,ACTIVE,,,Direct Debit,20k-40k,6,0,6,0.0
2026,POL002977,28,31,516665.7210966045,9644.27890339552,31054.183426646377,276.0973588129935,466256.0916188927,28723.627595647937,526310,13733.66,1.0,Male,Non-Smoker,Term,2021,Direct,North,ACTIVE,,,Direct Debit,60k-100k,6,0,6,0.0
2026,POL002979,33,37,579013.0817985075,73911.91820149252,61871.21223244589,40809.92575359591,393172.45672633394,157071.40528762434,652925,10419.61,1.0,Female,Non-Smoker,Whole Life,2021,Aggregator,Midlands,ACTIVE,,,Direct Debit,60k-100k,6,0,6,60767.59
2026,POL002980,56,29,1600716.5409048663,68987.4590951337,417577.94547480636,36215.80384059944,1206431.9327251809,9478.317959413398,1669704,48873.99,1.0,Male,Non-Smoker,Term,2021,IFA,Scotland,ACTIVE,,,Direct Debit,100k+,6,0,6,0.0
2026,POL002985,44,13,110963.10427379189,14984.89572620811,5946.746379956986,18267.06794937185,80916.68375404394,20817.501916627225,125948,1951.92,1.0,Male,Smoker,Term,2021,Aggregator,Midlands,ACTIVE,,,Direct Debit,<20k,6,0,6,0.0
2026,POL002986,26,35,143527.44167747305,23972.55832252695,7405.094785088322,493.3548644516945,150230.53579823414,9371.014552225854,167500,5366.09,1.0,Male,Smoker,Whole Life,2021,Direct,Scotland,ACTIVE,,,Direct Debit,20k-40k,6,1,6,31884.83
